Review Text,Review Length,Thumb Text,Play Hours,Date Posted
"Love the game. got the plat on PS5. Upgraded my PC to an rtx5080 and an i7 14700k with a corsair AIO cooler. game ran maxed out at 3440x1440p at 144hz happily... then the crashes started.
Every few minutes, all day for 2 days straight. The fix that worked for me was rolling back my drivers with a complete clean install, and disabling XMP in the bios. but the framerate dipped to 90ish and it bothered me so i reinstalled current drivers, no crashing for hours, then re-enabled XMP in the bios and everything seems fine.

I had one crash a few hours ago that seemed completely random but its been fine since. I would suggest maybe waiting til its on sale or it gets proper performance fixes, but it can be played if you're willing to put up with some BS and twiddling around with bios and drivers.",652,Recommended,21.8 hrs on record,Posted: May 8
"If you liked the first game you'll love the second game, they managed to actually make you faster and did allot of things to streamline the gameplay from the first one. HOWEVER keep in mind it isnt optimised well for pc. Allot of people (who I'm sure have better PC's than me) have trouble with the game, and i myself had experienced bugs throughout the game, only a few were actually game breaking but i cant really explain how without spoilers lol. The main two i seemed to experience was cutscenes having desync from the audio and game crashing when a certain enemy pops up, but other than that and a few other small ones the game is fully playable. (at least for me absolutely make sure your comp can play the game FIRST before buying) and the game has an interesting new game plus thing for replaying the game to get more things.",681,Recommended,35.8 hrs on record,Posted: May 8
This game only having mostly positive is beyond crazy this is such an amazing game like you're spidermen one with alien powers and one with electric powers how can you possibly hate this game and I guess you can also play as a ginger girl with a web gun but thats not the point,224,Recommended,39.9 hrs on record,Posted: May 8
W Buy it,6,Recommended,50.0 hrs on record,Posted: May 7
super clean game,14,Recommended,72.4 hrs on record,Posted: May 7
good,4,Recommended,21.5 hrs on record,Posted: May 7
fun,3,Recommended,29.0 hrs on record,Posted: May 7
Aku bisa bergelantungan lagi!,26,Recommended,23.7 hrs on record,Posted: May 7
ITS SO GOOD BUT IF YOU DONT HAVE A GOOD PC THEN IT WILL LAG A LOT,49,Recommended,39.0 hrs on record,Posted: May 7
"Oh yeah, this is what any superhero game should aspire to be, big Big City, action packed and great graphics.",90,Recommended,74.3 hrs on record,Posted: May 7
I'm Spider-Manning it I'm Spider-Manning it so good,44,Recommended,45.5 hrs on record,Posted: May 7
"Feels like a moderate downgrade from the first game, but the core gameplay loop and main character writing is still here. We've just lost a lot outside of that. Went from a 9.5/10 on the first game to an 8/10 here.

There feels like a major disconnect between the characters the story focuses on and the city as a whole. In the first game there was Yuri to act as a pov from the police end, and you generally interacted with civilians quite often. More grounded, down to earth style missions that made you remember why you liked the early MCU have all but vanished here.

In addition, some of the side quests are aggressively bad. I would rather chase thousands of birds than sit through that couples quest at the school again. (Portrayals of non-traditional relationships are more harmful than helpful when written so poorly and I felt second hand embarrassment throughout.) There are also a fair few amount of 'sit and listen' style side missions which... feels like they wanted to showcase Spiderman(s) focus on helping the common folk without wanting to put real effort into it.

Gameplay is generally upgraded across the board; boss fights allow more interactions with your full kit instead of being mostly restricted to damage + webs and characters gain entirely new abilities over the course of the game that allow you to further diversify your playstyle.",1132,Recommended,27.9 hrs on record,Posted: May 7
spider mabn,10,Recommended,28.3 hrs on record,Posted: May 7
great,5,Recommended,28.9 hrs on record,Posted: May 7
The stuttering makes the game unplayable. Use the money to buy a PS2 and play the Spider-man 2 from 2004.,86,Not Recommended,1.4 hrs on record,Posted: May 6
"Gameplay = Excellent
Main story = Excellent
Mechanics = Excellent
Some annoying woke trash present, but it's give and take with these Triple A studios. And it's not overbearing.",152,Recommended,62.0 hrs on record,Posted: May 6
"Wokest Game i've ever played, Sweet baby inc needs to be canceled.",55,Not Recommended,23.8 hrs on record,Posted: May 6
"Product received for free

Noice",29,Recommended,45.6 hrs on record,Posted: May 6
Great game but a bit of a lackluster ending since there is no dlc aside from that pretty solid stuff.,82,Recommended,75.7 hrs on record,Posted: May 6
"I loved the first Insomniac Spider-Man. This one is good, but not quite as good. The main story is also shorter by comparison. I'd likely wait for a discount but its a decent game nonetheless",157,Recommended,25.2 hrs on record,Posted: May 6
"although the game is aaaaaammmmmmmmmmmmmmmmmmmmmmmmmaaaaaaaaaaaaaaaaaaaazzzzzzzzzzzzzzzzzzzzzzzzzzziiiiiiiiiiiiiiiiiiinnnnnnngggggggggg,,,,,,,,,,, the graphics quality is too much for my pc to handle and it crashes a bit",200,Recommended,5.5 hrs on record,Posted: May 6
"I personally enjoyed it as much as the other two Spider-Man games.
I'm not *super* into the ending for some characters/side missions, mostly because it just makes me wonder what they have planned and if it will continue to live up to the other Spider-Man games.",217,Recommended,42.0 hrs on record,Posted: May 6
"great fun 28hrs and I already 100% my save
only if Nixxes baked the game a little longer and had it polished from the beginning. It's been 5 months and they haven't even updated the DirectStorage DLLs, it would've helped tremendously
We already know their potential in the past 2 games, and in my opinion it would have gotten more sales if they kept polishing the rough edges and despite the unofficial port
Insomniac could've baked the story a little more too, the final arc is way too short and felt rushed
Either way it's still a fun game. Starting on my NG+ while waiting for their future updates
But for now I cannot recommend this game until the performance reaches the standard for everyone",578,Not Recommended,63.8 hrs on record,Posted: May 6
i liked it,8,Recommended,23.8 hrs on record,Posted: May 6
"Good game, you should play.",23,Recommended,138.0 hrs on record,Posted: May 6
thwip thwop,10,Recommended,32.4 hrs on record,Posted: May 6
i can't even load the game anymore to play it,36,Not Recommended,3.1 hrs on record,Posted: May 6
SO FUN,5,Recommended,33.7 hrs on record,Posted: May 5
"There really should be a neutral review option. 8 patches later and the port is seemingly better than it was at launch, only problems I experienced were that the game sometimes launched with no audio so I had to restart it, there were a few visual hiccups here and there but Imma chalk it up to the fact that the system reqs for the game just barely exceed my pc specs (did the whole Scream boss fight in 10 fps :D). But all in all, there weren't any game breaking bugs in my run. As far as story is concerned, it was alright, it lacked the heart that the first game's story had but it's still a good Spider-Man story imo, they adapted the black suit story pretty well and I really liked Kraven as a villain (worth noting that the story avoided the ""too many main villains"" that Spidey stories outside the comics tend to have despite having both Kraven and Venom).
The gameplay itself is peak Spider-Man. The combat feels better than ever and the web wings are just amazing.

I recommend this game because it is generally a good game despite all of the port's remaining issues, but if you still want to get your money's worth (be it full price or discount) wait some more until the game is fully patched and all.",988,Recommended,55.1 hrs on record,Posted: May 6
